D:\MASSHUNTER\GCMS\1\DATA\DR_Sv_0688.D Thu Sep 08 02:17:36 2022
Start of data points
4.09423	18055
4.10113	18355
4.10803	18908
4.11493	17562
4.12182	16953
4.12872	17664
4.13562	17005
4.14252	17295
4.14940	16723
4.15630	16737
4.16320	16489
4.17008	16922
4.17698	15384
4.18388	16277
4.19078	17167
4.19767	15238
4.20457	15906
4.21147	15485
4.21835	15098
4.22525	17190
4.23215	15430
4.23905	15076
4.24593	15420
4.25283	14404
4.25973	15066
4.26663	16789
4.27352	17003
4.28042	15403
4.28732	15647
4.29420	16046
4.30110	17128
4.30800	16780
4.31490	17267
4.32178	17213
4.32868	16419
4.33558	16689
4.34248	16736
4.34937	17819
4.35627	17288
4.36317	16624
4.37005	17004
4.37695	16726
4.38385	16460
4.39075	17329
4.39763	16369
4.40453	16838
4.41143	16118
4.41832	16738
4.42522	16994
4.43212	15159
4.43902	16833
4.44590	15699
4.45280	16681
4.45970	17166
4.46660	16334
4.47348	16249
4.48038	16170
4.48728	17377
4.49417	15917
4.50107	17000
4.50797	16234
4.51487	16501
4.52175	16366
4.52865	15720
4.53555	16970
4.54243	14461
4.54933	15926
4.55623	16555
4.56313	16613
4.57002	15137
4.57692	16177
4.58382	14925
4.59072	16372
4.59760	15619
4.60450	16354
4.61140	15764
4.61828	16993
4.62518	15602
4.63208	15995
4.63898	15870
4.64587	15791
4.65277	16877
4.65967	15505
4.66657	17049
4.67345	19390
4.68035	20810
4.68725	23633
4.69413	25554
4.70103	27033
4.70793	28119
4.71483	28089
4.72172	28396
4.72862	27807
4.73552	28546
4.74240	27413
4.74930	25901
4.75620	27786
4.76310	26230
4.76998	24702
4.77688	25168
4.78378	23888
4.79068	23473
4.79757	22878
4.80447	23941
4.81137	23630
4.81825	22692
4.82515	24003
4.83205	21641
4.83895	23573
4.84583	23151
4.85273	22454
4.85963	21861
4.86653	20954
4.87342	21667
4.88032	23374
4.88722	22300
4.89410	25831
4.90100	29063
4.90790	32150
4.91480	32886
4.92168	35569
4.92858	34953
4.93548	36630
4.94237	37260
4.94927	34252
4.95617	33888
4.96307	32351
4.96995	32486
4.97685	30470
4.98375	30058
4.99065	29768
4.99753	27345
5.00443	26387
5.01133	28447
5.01822	27793
5.02512	25325
5.03202	25360
5.03892	23158
5.04580	23829
5.05270	24197
5.05960	22278
5.06650	22386
5.07338	22729
5.08028	21533
5.08718	21775
5.09407	21528
5.10097	20680
5.10787	19811
5.11477	20120
5.12165	20244
5.12855	19101
5.13545	19262
5.14233	19552
5.14923	18560
5.15613	19344
5.16303	18460
5.16992	18896
5.17682	16923
5.18372	19324
5.19062	17711
5.19750	17380
5.20440	18575
5.21130	18396
5.21818	16381
5.22508	15824
5.23198	14368
5.23888	14584
5.24577	16880
5.25267	14673
5.25957	14798
5.26645	13729
5.27335	14449
5.28025	14440
5.28715	15965
5.29403	13532
5.30093	14733
5.30783	13194
5.31473	14574
5.32162	13652
5.32852	14894
5.33542	12992
5.34230	12826
5.34920	13379
5.35610	13519
5.36300	13680
5.36988	13337
5.37678	12993
5.38368	12134
5.39058	12730
5.39747	13052
5.40437	12774
5.41127	12845
5.41815	13031
5.42505	11958
5.43195	13203
5.43885	12000
5.44573	14071
5.45263	14188
5.45953	14142
5.46642	13951
5.47332	13935
5.48022	14368
5.48712	14262
5.49400	14378
5.50090	13618
5.50780	14035
5.51470	14833
5.52158	13422
5.52848	14950
5.53538	14635
5.54227	15594
5.54917	13978
5.55607	13580
5.56297	14255
5.56985	13377
5.57675	13559
5.58365	14865
5.59055	13693
5.59743	13463
5.60433	13758
5.61123	14813
5.61812	13667
5.62502	13677
5.63192	14990
5.63882	13179
5.64570	12916
5.65260	12471
5.65950	13420
5.66638	13596
5.67328	13255
5.68018	13922
5.68708	13793
5.69397	13788
5.70087	13150
5.70777	12250
5.71467	12785
5.72155	12180
5.72845	12798
5.73535	12615
5.74223	13197
5.74913	12500
5.75603	12662
5.76293	12325
5.76982	14086
5.77672	14472
5.78362	12882
5.79052	12904
5.79740	12476
5.80430	12298
5.81120	12425
5.81808	12103
5.82498	13358
5.83188	13029
5.83878	11872
5.84567	12841
5.85257	13175
5.85947	11211
5.86635	12165
5.87325	12108
5.88015	11326
5.88705	13142
5.89393	11288
5.90083	11219
5.90773	12150
5.91463	13729
5.92152	12122
5.92842	12284
5.93532	12183
5.94220	11326
5.94910	12095
5.95600	11761
5.96290	13002
5.96978	11928
5.97668	11384
5.98358	11368
5.99047	11829
5.99737	11969
6.00427	11912
6.01117	11339
6.01805	11785
6.02495	11900
6.03185	10942
6.03875	11548
6.04563	10919
6.05253	11323
6.05943	12155
6.06632	10632
6.07322	10864
6.08012	11660
6.08702	11625
6.09390	10986
6.10080	11637
6.10770	11574
6.11460	11810
6.12148	11604
6.12838	10547
6.13528	12394
6.14217	11647
6.14907	10989
6.15597	11656
6.16287	11097
6.16975	11588
6.17665	11392
6.18355	10394
6.19043	11439
6.19733	11758
6.20423	12344
6.21113	11444
6.21802	9695
6.22492	10515
6.23182	11758
6.23872	11308
6.24560	10483
6.25250	11117
6.25940	9806
6.26628	10840
6.27318	11899
6.28008	12324
6.28698	10873
6.29387	10973
6.30077	10103
6.30767	11664
6.31457	10985
6.32145	11101
6.32835	12747
6.33525	11125
6.34213	11238
6.34903	10464
6.35593	10171
6.36283	11448
6.36972	10078
6.37662	11445
6.38352	10357
6.39040	11513
6.39730	11225
6.40420	12621
6.41110	12376
6.41798	12750
6.42488	11946
6.43178	15729
6.43868	14060
6.44557	13900
6.45247	14238
6.45937	13133
6.46625	12784
6.47315	12833
6.48005	15453
6.48695	15073
6.49383	13545
6.50073	12780
6.50763	13301
6.51453	13272
6.52142	12891
6.52832	12345
6.53522	11295
6.54210	12660
6.54900	13160
6.55590	12109
6.56280	12775
6.56968	12540
6.57658	12194
6.58348	11605
6.59037	11042
6.59727	12215
6.60417	13204
6.61107	12332
6.61795	12567
6.62485	11762
6.63175	11460
6.63865	12124
6.64553	12044
6.65243	10855
6.65933	12518
6.66622	13007
6.67312	11914
6.68002	12216
6.68692	11695
6.69380	11628
6.70070	11646
6.70760	11494
6.71450	10723
6.72138	12862
6.72828	11738
6.73518	11175
6.74207	13051
6.74897	10260
6.75587	12489
6.76277	10620
6.76965	11141
6.77655	11772
6.78345	10689
6.79033	11104
6.79723	11631
6.80413	11077
6.81103	11596
6.81792	10540
6.82482	11131
6.83172	11512
6.83862	11982
6.84550	11037
6.85240	11622
6.85930	9734
6.86618	11458
6.87308	11375
6.87998	11645
6.88688	13801
6.89377	16232
6.90067	17146
6.90757	18517
6.91447	17972
