D:\MASSHUNTER\GCMS\1\DATA\DR_NM_243.D Fri Apr 15 18:27:08 2022
Start of data points
4.09410	32443
4.10100	41979
4.10788	49233
4.11478	52331
4.12168	45280
4.12858	38702
4.13547	41101
4.14237	46304
4.14927	54273
4.15615	54477
4.16305	51359
4.16995	50138
4.17685	45410
4.18373	42999
4.19063	40029
4.19753	37724
4.20443	34830
4.21132	33493
4.21822	31006
4.22512	29188
4.23200	26835
4.23890	25459
4.24580	24373
4.25270	24287
4.25958	22473
4.26648	21160
4.27338	19332
4.28028	19439
4.28717	18138
4.29407	16645
4.30097	16036
4.30785	16723
4.31475	15702
4.32165	18130
4.32855	17709
4.33543	17885
4.34233	18372
4.34923	16726
4.35612	15031
4.36302	15907
4.36992	17352
4.37682	16289
4.38370	16881
4.39060	14912
4.39750	14087
4.40440	13217
4.41128	13125
4.41818	12535
4.42508	11214
4.43197	11605
4.43887	12084
4.44577	10454
4.45267	10565
4.45955	10927
4.46645	10606
4.47335	10088
4.48025	10079
4.48713	10474
4.49403	10195
4.50093	11392
4.50782	11024
4.51472	11408
4.52162	10809
4.52852	12573
4.53540	11850
4.54230	11622
4.54920	10736
4.55608	11167
4.56298	11798
4.56988	12201
4.57678	12454
4.58367	11153
4.59057	11556
4.59747	11693
4.60437	11362
4.61125	10649
4.61815	11348
4.62505	11498
4.63193	12315
4.63883	12099
4.64573	12061
4.65263	11540
4.65952	10751
4.66642	11678
4.67332	10433
4.68022	9941
4.68710	10472
4.69400	10505
4.70090	11067
4.70778	11177
4.71468	10085
4.72158	10365
4.72848	9963
4.73537	9387
4.74227	10114
4.74917	10237
4.75605	9954
4.76295	9660
4.76985	9110
4.77675	10347
4.78363	9002
4.79053	10144
4.79743	9349
4.80433	8627
4.81122	9880
4.81812	9829
4.82502	9935
4.83190	8942
4.83880	9783
4.84570	9872
4.85260	9637
4.85948	10406
4.86638	10332
4.87328	9656
4.88018	10359
4.88707	10848
4.89397	8554
4.90087	10365
4.90775	10235
4.91465	9308
4.92155	10381
4.92845	8936
4.93533	9819
4.94223	9672
4.94913	9219
4.95602	10801
4.96292	9414
4.96982	9328
4.97672	9899
4.98360	12371
4.99050	11616
4.99740	11613
5.00430	10804
5.01118	11904
5.01808	12606
5.02498	13257
5.03187	14420
5.03877	16584
5.04567	20596
5.05257	24340
5.05945	27557
5.06635	30192
5.07325	30757
5.08013	29483
5.08703	28585
5.09393	25415
5.10083	24358
5.10772	23096
5.11462	20989
5.12152	19902
5.12842	17860
5.13530	18526
5.14220	16552
5.14910	17034
5.15598	15342
5.16288	13162
5.16978	14854
5.17668	14552
5.18357	14539
5.19047	13236
5.19737	13997
5.20427	13147
5.21115	11751
5.21805	12430
5.22495	12326
5.23183	11956
5.23873	12072
5.24563	11110
5.25253	10993
5.25942	10544
5.26632	10303
5.27322	9586
5.28010	10306
5.28700	10856
5.29390	8950
5.30080	9377
5.30768	8467
5.31458	10104
5.32148	9372
5.32838	8451
5.33527	8423
5.34217	8071
5.34907	8476
5.35595	7963
5.36285	7786
5.36975	8377
5.37665	8337
5.38353	7982
5.39043	6856
5.39733	7795
5.40423	6974
5.41112	6404
5.41802	7479
5.42492	8303
5.43180	7099
5.43870	7424
5.44560	7477
5.45250	7130
5.45938	7113
5.46628	6337
5.47318	7341
5.48007	6610
5.48697	7135
5.49387	7518
5.50077	6116
5.50765	6315
5.51455	6262
5.52145	5975
5.52835	6041
5.53523	5318
5.54213	6706
5.54903	5885
5.55592	5778
5.56282	5573
5.56972	5547
5.57662	6791
5.58350	5951
5.59040	6309
5.59730	6732
5.60420	7205
5.61108	7854
5.61798	8932
5.62488	8866
5.63177	9536
5.63867	10329
5.64557	9327
5.65247	8877
5.65935	8410
5.66625	10131
5.67315	9590
5.68003	9879
5.68693	9716
5.69383	9716
5.70073	9298
5.70762	9368
5.71452	9486
5.72142	8604
5.72832	9251
5.73520	7857
5.74210	7757
5.74900	8518
5.75588	8013
5.76278	8224
5.76968	8535
5.77658	8264
5.78347	7369
5.79037	7305
5.79727	8040
