D:\MASSHUNTER\GCMS\1\DATA\DR_NM_080.D Mon Apr 11 22:32:36 2022
Start of data points
4.09420,27205
4.10110,26868
4.10800,29449
4.11490,34862
4.12178,38318
4.12868,39042
4.13558,38430
4.14248,41768
4.14937,50672
4.15627,53130
4.16317,53018
4.17005,49274
4.17695,43948
4.18385,36870
4.19075,38088
4.19763,33150
4.20453,30467
4.21143,27381
4.21832,27418
4.22522,24407
4.23212,25617
4.23902,23475
4.24590,23398
4.25280,21976
4.25970,20257
4.26660,20883
4.27348,17777
4.28038,17621
4.28728,16778
4.29417,16626
4.30107,16992
4.30797,14341
4.31487,15000
4.32175,14799
4.32865,13732
4.33555,13578
4.34245,14454
4.34933,15497
4.35623,14650
4.36313,15355
4.37002,15372
4.37692,14907
4.38382,15067
4.39072,14232
4.39760,14311
4.40450,12444
4.41140,12254
4.41828,11411
4.42518,10114
4.43208,9591
4.43898,9731
4.44587,8909
4.45277,10003
4.45967,8543
4.46657,10374
4.47345,9923
4.48035,9250
4.48725,9264
4.49413,9090
4.50103,9334
4.50793,8601
4.51483,8289
4.52172,9207
4.52862,8568
4.53552,8465
4.54240,9395
4.54930,8730
4.55620,8874
4.56310,9110
4.56998,9307
4.57688,8938
4.58378,8840
4.59068,10580
4.59757,9115
4.60447,8620
4.61137,9103
4.61825,9507
4.62515,10404
4.63205,8647
4.63895,10752
4.64583,10413
4.65273,10760
4.65963,8457
4.66653,8474
4.67342,9643
4.68032,9216
4.68722,9214
4.69410,8350
4.70100,10373
4.70790,9012
4.71480,8597
4.72168,8514
4.72858,9527
4.73548,8979
4.74237,7996
4.74927,8575
4.75617,8368
4.76307,8567
4.76995,8483
4.77685,8425
4.78375,8664
4.79065,9020
4.79753,8266
4.80443,7975
4.81133,8494
4.81822,8149
4.82512,8577
4.83202,7867
4.83892,8897
4.84580,9112
4.85270,8017
4.85960,9989
4.86650,7116
4.87338,8127
4.88028,9542
4.88718,8017
4.89407,8131
4.90097,7568
4.90787,8919
4.91477,7498
4.92165,7952
4.92855,8156
4.93545,7977
4.94233,8004
4.94923,8888
4.95613,9829
4.96303,10254
4.96992,10807
4.97682,14706
4.98372,15378
4.99062,15611
4.99750,14785
5.00440,13842
5.01130,13165
5.01818,12920
5.02508,11349
5.03198,10353
5.03888,10097
5.04577,10096
5.05267,11272
5.05957,10325
5.06647,11898
5.07335,11263
5.08025,11360
5.08715,11489
5.09403,11605
5.10093,10229
5.10783,10126
5.11473,10563
5.12162,9391
5.12852,8877
5.13542,9094
5.14230,8817
5.14920,7782
5.15610,7597
5.16300,7899
5.16988,7682
5.17678,7055
5.18368,7681
5.19058,8544
5.19747,7212
5.20437,7346
5.21127,7678
5.21815,6441
5.22505,7733
5.23195,7707
5.23885,7506
5.24573,7595
5.25263,8188
5.25953,7027
5.26642,7183
5.27332,7150
5.28022,7191
5.28712,7621
5.29400,7708
5.30090,7282
5.30780,6954
5.31470,6608
5.32158,7122
5.32848,7426
5.33538,6204
5.34227,6532
5.34917,7321
5.35607,7059
5.36297,6696
5.36985,7156
5.37675,6106
5.38365,6662
5.39055,6485
5.39743,6069
5.40433,5564
5.41123,6012
5.41812,5849
5.42502,5817
5.43192,6425
5.43882,7053
5.44570,6671
5.45260,5759
5.45950,5831
5.46638,5736
5.47328,6525
5.48018,5095
5.48708,6007
5.49397,6056
5.50087,5937
5.50777,6096
5.51467,6386
5.52155,5306
5.52845,5496
5.53535,6071
5.54223,5631
5.54913,6261
5.55603,5599
5.56293,6184
5.56982,5669
5.57672,6226
5.58362,6267
5.59052,6573
5.59740,6705
5.60430,6055
5.61120,7386
5.61808,8055
5.62498,8291
5.63188,9018
5.63878,7894
5.64567,8886
5.65257,9189
5.65947,9465
5.66635,9283
5.67325,8443
5.68015,7498
5.68705,8309
5.69393,9439
5.70083,9055
5.70773,8822
5.71463,7169
5.72152,8640
5.72842,8171
5.73532,7971
5.74220,8136
5.74910,8417
5.75600,7540
5.76290,7642
5.76978,7404
5.77668,6982
5.78358,7658
5.79048,7266
5.79737,7275
5.80427,7127
5.81117,6824
5.81805,7692
5.82495,7149
5.83185,6682
5.83875,7186
5.84563,6717
5.85253,6622
5.85943,6999
5.86632,6326
5.87322,6668
5.88012,5271
5.88702,5857
5.89390,7041
5.90080,7480
5.90770,6164
5.91460,5473
5.92148,6471
5.92838,6426
5.93528,5667
5.94217,7019
5.94907,5972
5.95597,5631
5.96287,5958
5.96975,6526
5.97665,6023
5.98355,6645
5.99045,6374
5.99733,6358
6.00423,6305
6.01113,6321
6.01802,5652
6.02492,6406
6.03182,6032
6.03872,6259
6.04560,6340
6.05250,6028
6.05940,5271
6.06628,5088
6.07318,5260
6.08008,5958
6.08698,5479
6.09387,5920
6.10077,6033
6.10767,6500
6.11457,5577
6.12145,5839
6.12835,5812
6.13525,4421
6.14213,5881
6.14903,5593
6.15593,5221
6.16283,5514
6.16972,5462
6.17662,5819
6.18352,4885
6.19042,5703
6.19730,4573
6.20420,5814
6.21110,5596
6.21798,4919
6.22488,5925
6.23178,5084
6.23868,6019
6.24557,6854
6.25247,5689
6.25937,6342
6.26625,5847
6.27315,5968
6.28005,5078
6.28695,5911
6.29383,5268
6.30073,5081
6.30763,5473
6.31453,4859
6.32142,6083
6.32832,5809
6.33522,5283
6.34210,5372
6.34900,5216
6.35590,5321
6.36280,5114
6.36968,5743
6.37658,4936
6.38348,5648
6.39037,5085
6.39727,5084
6.40417,5795
6.41107,5232
6.41795,4258
6.42485,4435
6.43175,5382
6.43865,5152
6.44553,5175
6.45243,4649
6.45933,5374
6.46622,4253
6.47312,4983
6.48002,5102
6.48692,4386
6.49380,4760
6.50070,4989
6.50760,4516
6.51450,5343
6.52138,5931
6.52828,5442
6.53518,4645
6.54207,4890
6.54897,5974
6.55587,5170
6.56277,5129
6.56965,4593
6.57655,5634
6.58345,5459
6.59033,4994
6.59723,5520
6.60413,4505
6.61103,5453
6.61792,6052
6.62482,5422
6.63172,5352
6.63862,4828
6.64550,5267
6.65240,5295
6.65930,5091
6.66618,5532
6.67308,4748
6.67998,6032
6.68688,5549
6.69377,5576
6.70067,4868
6.70757,5095
6.71447,4536
6.72135,5391
6.72825,5580
6.73515,5256
6.74203,5784
6.74893,6462
6.75583,5520
6.76273,5418
6.76962,4452
6.77652,5379
6.78342,4575
6.79030,4500
6.79720,5573
6.80410,5242
6.81100,4765
6.81788,4897
6.82478,4734
6.83168,5229
6.83858,5020
6.84547,5572
6.85237,4964
6.85927,4919
6.86615,5521
6.87305,4752
6.87995,4876
6.88685,4632
6.89373,5820
6.90063,5031
6.90753,4593
6.91443,5190
6.92132,5771
6.92822,4601
6.93512,5147
6.94200,5235
6.94890,5870
6.95580,6072
6.96270,5862
6.96958,5671
6.97648,5120
6.98338,5155
6.99027,6084
6.99717,5428
7.00407,5933
7.01097,4836
7.01785,5228
7.02475,5353
7.03165,5871
7.03855,5394
7.04543,5214
7.05233,5139
7.05923,5991
7.06612,5046
7.07302,4847
7.07992,5919
7.08682,6393
7.09370,6235
7.10060,6508
7.10750,5220
7.11440,7006
7.12128,6009
7.12818,5547
7.13508,5486
7.14197,5654
7.14887,5897
