D:\MASSHUNTER\GCMS\1\DATA\DR_NM_192_2.D Wed Apr 13 11:45:27 2022
Start of data points
4.09402,36035
4.10092,48534
4.10782,81079
4.11472,116016
4.12160,122218
4.12850,112045
4.13540,99891
4.14230,99167
4.14918,105497
4.15608,105118
4.16298,95038
4.16987,83423
4.17677,74472
4.18367,67466
4.19057,58116
4.19745,54432
4.20435,48337
4.21125,45641
4.21815,43288
4.22503,42633
4.23193,39910
4.23883,33884
4.24572,31607
4.25262,31222
4.25952,29000
4.26642,28213
4.27330,25954
4.28020,24123
4.28710,22529
4.29398,20844
4.30088,19076
4.30778,17965
4.31468,17785
4.32157,17944
4.32847,20984
4.33537,24087
4.34227,28382
4.34915,28531
4.35605,27426
4.36295,24458
4.36983,23069
4.37673,25789
4.38363,21851
4.39053,21109
4.39742,18362
4.40432,17126
4.41122,15463
4.41810,13529
4.42500,12807
4.43190,11969
4.43880,11983
4.44568,11053
4.45258,10668
4.45948,10835
4.46638,9918
4.47327,10566
4.48017,10992
4.48707,14393
4.49395,15504
4.50085,17333
4.50775,19600
4.51465,21213
4.52153,19526
4.52843,19951
4.53533,18776
4.54223,18150
4.54912,16395
4.55602,16141
4.56292,15529
4.56980,15090
4.57670,15765
4.58360,14866
4.59050,16824
4.59738,14008
4.60428,15111
4.61118,14165
4.61807,14001
4.62497,13736
4.63187,14238
4.63877,13786
4.64565,12889
4.65255,13002
4.65945,13087
4.66635,14679
4.67323,13906
4.68013,13178
4.68703,12555
4.69392,12457
4.70082,11699
4.70772,12345
4.71462,11531
4.72150,10876
4.72840,11150
4.73530,10253
4.74220,10169
4.74908,10843
4.75598,10181
4.76288,10302
4.76977,10694
4.77667,9466
4.78357,10273
4.79047,10041
4.79735,11884
4.80425,10268
4.81115,10750
4.81803,11065
4.82493,11922
4.83183,11311
4.83873,12153
4.84562,10979
4.85252,11907
4.85942,10863
4.86632,10532
4.87320,10153
4.88010,10869
4.88700,12267
4.89388,10334
4.90078,12540
4.90768,10845
4.91458,10078
4.92147,10938
4.92837,10234
4.93527,10031
4.94217,11962
4.94905,10757
4.95595,11957
4.96285,11668
4.96973,13478
4.97663,13455
4.98353,15697
4.99043,15336
4.99732,14408
5.00422,13727
5.01112,13002
5.01800,12316
5.02490,11408
5.03180,13277
5.03870,13774
5.04558,16088
5.05248,22909
5.05938,26730
5.06628,30177
5.07317,30048
5.08007,26666
5.08697,24902
5.09385,22933
5.10075,20970
5.10765,18241
5.11455,17352
5.12143,15696
5.12833,15468
5.13523,14361
5.14212,13003
5.14902,13620
5.15592,12848
5.16282,11963
5.16970,10734
5.17660,10733
5.18350,9684
5.19040,11050
5.19728,10028
5.20418,10711
5.21108,9184
5.21797,10423
5.22487,10226
5.23177,10632
5.23867,8763
5.24555,10053
5.25245,9216
5.25935,9101
5.26625,8194
5.27313,8620
5.28003,9725
5.28693,9815
5.29382,8481
5.30072,8404
5.30762,8860
5.31452,8018
5.32140,7546
5.32830,8080
5.33520,8545
5.34208,7378
5.34898,7411
5.35588,7256
5.36278,7674
5.36967,7173
5.37657,6927
5.38347,7101
5.39037,6437
5.39725,7575
5.40415,6412
5.41105,6122
5.41793,6570
5.42483,6545
5.43173,6234
5.43863,5785
5.44552,5905
5.45242,5922
5.45932,5183
5.46622,5774
5.47310,5582
5.48000,5757
5.48690,6384
5.49378,5605
5.50068,4837
5.50758,6125
5.51448,6333
5.52137,5052
5.52827,5310
5.53517,4835
5.54205,5152
5.54895,5899
5.55585,4918
5.56275,4604
5.56963,5131
5.57653,4910
5.58343,6128
5.59033,5677
5.59722,6618
5.60412,6277
5.61102,5730
5.61790,6241
5.62480,6116
5.63170,6138
5.63860,6066
5.64548,6762
5.65238,6438
5.65928,5990
5.66618,5942
5.67307,6186
5.67997,6376
5.68687,5391
5.69375,6587
5.70065,6385
5.70755,6531
5.71445,5427
5.72133,6727
5.72823,6231
5.73513,6548
5.74202,5586
5.74892,5891
5.75582,5747
5.76272,5391
5.76960,5446
5.77650,5849
5.78340,6365
5.79030,6836
5.79718,5729
5.80408,5759
5.81098,5887
5.81787,5983
5.82477,5142
5.83167,6032
5.83857,5845
5.84545,5786
5.85235,5716
5.85925,5113
5.86613,5539
5.87303,6074
5.87993,5310
5.88683,6311
5.89372,5562
5.90062,5455
5.90752,5299
5.91442,4464
5.92130,5111
5.92820,5618
5.93510,4615
5.94198,5160
5.94888,4473
5.95578,5523
5.96268,4783
5.96957,5175
5.97647,5551
5.98337,4257
5.99027,5512
5.99715,5213
6.00405,4740
6.01095,5261
6.01783,4356
6.02473,5385
6.03163,4723
6.03853,5245
6.04542,4330
6.05232,4732
6.05922,4631
6.06610,5295
6.07300,4919
6.07990,4833
6.08680,4373
6.09368,5192
6.10058,3958
6.10748,4601
6.11438,4104
6.12127,4964
6.12817,5109
6.13507,4574
6.14195,5634
6.14885,4583
6.15575,4538
6.16265,4442
6.16953,4993
6.17643,4616
6.18333,4673
6.19023,4513
6.19712,4483
6.20402,4485
6.21092,4999
6.21780,5033
6.22470,5736
6.23160,5375
6.23850,5456
6.24538,5740
6.25228,5779
6.25918,5530
6.26607,5599
6.27297,5481
6.27987,5494
6.28677,6246
6.29365,5815
6.30055,5893
6.30745,6060
6.31435,6487
6.32123,5336
6.32813,5033
6.33503,5947
6.34192,4926
6.34882,5349
6.35572,5353
6.36262,4655
6.36950,5680
6.37640,4441
6.38330,4666
6.39020,4827
6.39708,4321
6.40398,4211
6.41088,4959
6.41777,4946
6.42467,4722
6.43157,4564
6.43847,4199
6.44535,4757
6.45225,5046
6.45915,4283
6.46603,4592
6.47293,3778
6.47983,4131
6.48673,4581
6.49362,5112
6.50052,4335
6.50742,4693
6.51432,5372
6.52120,5078
6.52810,5588
6.53500,5387
6.54188,5872
6.54878,5668
6.55568,6164
6.56258,6023
6.56947,6228
6.57637,5979
6.58327,6987
6.59017,7014
6.59705,5727
6.60395,6860
6.61085,6344
6.61773,5359
6.62463,6477
6.63153,8334
6.63843,11121
6.64532,13994
6.65222,14550
6.65912,16439
6.66600,16935
6.67290,17309
6.67980,15346
6.68670,14811
6.69358,12745
6.70048,12771
6.70738,11952
6.71428,10666
6.72117,9707
6.72807,9851
6.73497,9974
6.74185,8649
6.74875,9347
6.75565,7493
6.76255,8371
6.76943,7675
6.77633,7228
6.78323,7410
6.79013,7326
