D:\MASSHUNTER\GCMS\1\DATA\DR_NM_224.D Thu Apr 14 11:29:53 2022
Start of data points
4.09398,30071
4.10088,39192
4.10777,62851
4.11467,87730
4.12157,94193
4.12847,83126
4.13535,75702
4.14225,76831
4.14915,85324
4.15605,81222
4.16293,76556
4.16983,66973
4.17673,59134
4.18362,53450
4.19052,44563
4.19742,40827
4.20432,36747
4.21120,35097
4.21810,34554
4.22500,30961
4.23190,29156
4.23878,26532
4.24568,27351
4.25258,24967
4.25947,23028
4.26637,20808
4.27327,19104
4.28017,18545
4.28705,17093
4.29395,15744
4.30085,15594
4.30773,12157
4.31463,14358
4.32153,15407
4.32843,16940
4.33532,19775
4.34222,22470
4.34912,23216
4.35602,22574
4.36290,20258
4.36980,19788
4.37670,20194
4.38358,18358
4.39048,17266
4.39738,15823
4.40428,12833
4.41117,11972
4.41807,12976
4.42497,11079
4.43187,11596
4.43875,10304
4.44565,9552
4.45255,10155
4.45943,8912
4.46633,8858
4.47323,8815
4.48013,8768
4.48702,8369
4.49392,9094
4.50082,9782
4.50770,10706
4.51460,10682
4.52150,10388
4.52840,10550
4.53528,10528
4.54218,9951
4.54908,9878
4.55598,10306
4.56287,10058
4.56977,10654
4.57667,10888
4.58355,10730
4.59045,10415
4.59735,10251
4.60425,9176
4.61113,10472
4.61803,10250
4.62493,11231
4.63183,9862
4.63872,11786
4.64562,10903
4.65252,11453
4.65940,10490
4.66630,10928
4.67320,10815
4.68010,11320
4.68698,9997
4.69388,10715
4.70078,9348
4.70767,10578
4.71457,10674
4.72147,8945
4.72837,8653
4.73525,9062
4.74215,9332
4.74905,8513
4.75595,9242
4.76283,8065
4.76973,7755
4.77663,8186
4.78352,9365
4.79042,8715
4.79732,9280
4.80422,8943
4.81110,9219
4.81800,10321
4.82490,9389
4.83178,9044
4.83868,10164
4.84558,9066
4.85248,8295
4.85937,9712
4.86627,9491
4.87317,9686
4.88007,9229
4.88695,11149
4.89385,10449
4.90075,9504
4.90763,8962
4.91453,10192
4.92143,9024
4.92833,9544
4.93522,9559
4.94212,9000
4.94902,9905
4.95592,9648
4.96280,9999
4.96970,9997
4.97660,10313
4.98348,10276
4.99038,11484
